id,name,domain,Location,LocationEmployees (Current),Employees: Growth YoY (%),Investment Stage,Last Funding Amount (USD),Investors,LinkedIn Profile (Founders/CEOs),In Energize Affinity,Employees (Current)
3235497,Andium,andium.com,"New York, New York",,8.82,Series B,21700000.0,Aramco Ventures,André Lucchesi (Co-Founder & Shareholder): https://linkedin.com/in/andr%C3%A9-lucchesi,True,37.0
264981522,ANNEA.ai GmbH,annea.ai,"Hamburg, Germany",,-34.48,Seed,2750000.0,Innoport,Dr. Maik Reder (Founder & CEO): https://linkedin.com/in/maik-reder,True,19.0
286505580,Anode Labs,anodelabs.io,"Austin, TX",,,,,,,False,
1791541,Anodot,anodot.com,"Redwood City, CA",,,,,,,False,
5e77b88e-7c2f-45b1-9cd4-0f5948b97c1f,antheia,,"Menlo Park, CA",,,,,,,False,
263536118,Anthro Energy,anthroenergy.com,"San Jose, California",,41.67,Series A,20000000.0,Nor'Easter Ventures,Jonathan Hess (Co-Founder): https://linkedin.com/in/jonathanthess,True,34.0
809a70d1-785e-4eda-81e0-faf0b1b5aca8,anthrogen,https://www.anthrogen.com/,San Francisco,,,,,,,False,
85b4554a-b838-4050-ac2c-cad823ea0dfb,antithesis,https://www.antithesis.com/,"Vienna, Va.",,,,,,,False,
279335972,Antora Energy,antoraenergy.com,"Sunnyvale, California",,36.59,Series B,150000000.0,NextEra Energy Resources,Andrew Ponec (Co-founder and CEO): https://linkedin.com/in/andrew-ponec-86b67046,True,168.0
1881a1bf-dfac-47d1-b6aa-cb3035d5c4a3,anuvia,,"Winter Garden, FL",,,,,,,False,
200337885,Anvil,useanvil.com,"San Francisco, California",,-22.73,Series A,10000000.0,122 West,"Ben Ogle (Founder, CTO): https://linkedin.com/in/benogle",True,17.0
abc0552a-9f44-4f11-b1e5-e57710f35659,anybotics,https://anybotics.com/,Zürich,,,,,,,False,
54565619,Anzu Partners,anzupartners.com,"Washington, WA",,-2.94,Investment Fund,200000000.0,,,True,66.0
4f7a27c7-c1b2-42dc-bb6f-1b70d323664b,apeel,https://apeel.com/,"Santa Barbara, CA",,,,,,,False,
1f0d8037-4dbe-4518-9e69-0b820b1c784c,apeel sciences,https://www.apeelsciences.com/,"Santa Barbara, CA",,,,,,,False,
88334cc1-f30a-4d41-b5a8-b1467b11b6f4,apeiron bioenergy,https://apeiron.com/,"Singapore, Singapore",,,,,,,False,
1648267,Apex Clean Energy,apexcleanenergy.com,"Charlottesville, Virginia",,0.0,Debt,200000000.0,ZOMA Capital,,True,436.0
124898878,Aphea.Bio,aphea.bio,"Gent, Belgium",,,,,,,False,
293209788,Apheros,apheros.ch,"Zürich, Switzerland",,50.0,Seed,1850000.0,Founderful,,True,9.0
41a62695-e3dc-444e-a4a7-ee76aa18a19d,apiday,https://www.apiday.com/,Paris,,,,,,,False,
122977861,Apollo Agriculture,apolloagriculture.com,Kenya,,,,,,,False,
2e94938b-fd32-4635-9cb2-2c3e43007839,appharvest,,Appalachia,,,,,,,False,
132900111,Apple,apple.com,"Cupertino, California",,0.03,Public Markets,58300000.0,N/A,,True,183174.0
297765954,Applied Carbon,appliedcarbon.com,"New York, New York",,0.0,Series A,21500000.0,Autodesk Foundation,,True,22.0
c767e7e0-e2f3-48b7-8f1c-de0994e8e88a,applied ev,,Australia,,,,,,,False,
197472559,Applied Intuition,appliedintuition.com,"Sunnyvale, California",,38.32,Late Stage,600000000.0,Lux,"Qasar Younis (Founder, CEO): https://linkedin.com/in/qasar",True,740.0
280702166,Applied XL,appliedxl.com,New York,,,,,,,False,
edbe4fb9-ee9e-40bd-8c9b-f3cf1626e098,appwrite,https://appwrite.io/,"Tel Aviv, Israel",,,,,,,False,
294833306,Apricus Generation,apricus.energy,"Boca Raton, FL",,,,,,,False,
de790d14-dd02-4a80-bac0-c87d05812d96,apromore,https://apromore.com/,"Melbourne, Australia",,,,,,,False,
220430419,Aqua Membranes,aquamembranes.com,"Albuquerque, New Mexico",,40.0,Series B,,Osmoflo Water Management,Craig Beckman (CEO): https://linkedin.com/in/craig-beckman-5673706,True,21.0
116046831,Aqua-Yield,aquayield.com,"Draper, UT",,,,,,,False,
bfe0c095-f4c5-49db-88fb-87dba0657e18,aquabattery,https://aquabattery.com/,"Alphen aan den Rijn, Netherlands",,,,,,,False,
124409143,Aquabyte,aquabyte.no,"San Francisco, California",,3.33,Series A,10000000.0,New Enterprise Associates (NEA),Bryton Shang (Founder & CEO): https://linkedin.com/in/bryton-shang-bb675b26,True,62.0
065a6c91-14c8-4a4c-b68d-6df4d944f0c5,aquaconnect,,"Tamil Nadu, India",,,,,,,False,
d6775449-4c75-45d5-9120-f690ecc267a3,aquagreen,,"Roskilde, Denmark",,,,,,,False,
284377736,Aqualung Carbon Capture,aqualung-cc.com,"Oslo, Norway",,,,,,,False,
1662928,Aquicore,aquicore.com,"Washington, District of Columbia",,-37.5,Series A,14000000.0,1776 Venture Capital,Logan Soya (Founder & CEO): https://linkedin.com/in/logansoya,True,5.0
28296408,Arable,arable.com,"San Francisco, California",,-18.52,Series C,40000000.0,iSelect,Adam Wolf (Founder and CEO): https://linkedin.com/in/adamateion,True,66.0
287456746,Arbonics,arbonics.com,"Tallinn, Estonia",,33.33,Seed,5500000.0,Taavet Hinrikus,Kristjan Lepik (Co-founder and CEO): https://linkedin.com/in/kristjan-lepik-0111407,True,32.0
285714101,Arbor,joinarbor.com,"Austin, Texas",,54.55,Seed,9000000.0,First Round Capital,Andrew Meyer (Founder): https://linkedin.com/in/meyer-andrew,True,34.0
d889cdc9-5498-4e76-a45c-b720b29ce70c,arc clean energy canada,,"Saint John, New Brunswick, Canada",,,,,,,False,
291863450,ARC Clean Technology,arc-cleantech.com,"Saint John, Canada",,,,,,,False,
0944ca06-ce9f-4c58-9913-a53091b33f6a,arc electric boats,,"Los Angeles, California",,,,,,,False,
284349786,Arcadia eFuels,arcadiaefuels.com,"Austin, Texas",,13.04,Other,,KGAL's ESPF 6,Amy Hebert (Chief Executive Officer): https://linkedin.com/in/amy-hebert-47710b3a,True,26.0
72c7f3bf-0b74-4811-8d98-c8566af829ed,arcelormittal calvert,,"Mobile, AL",,,,,,,False,
5cb2a81f-e560-4c6a-a120-c1256e216aff,archer aviation,https://www.archer.com/,"San Jose, CA",,,,,,,False,
288661307,Archive,archiveresale.com,"San Francisco, California",,8.77,Series B,30000000.0,Energize Capital,Ryan Rowe (Co-founder & CTO): https://linkedin.com/in/ryan-rowe-4088107,True,62.0
d1642d0d-335a-4e4b-8419-1611bd45f82d,arclight clean transition corp.,,,,,,,,,False,
a7a8f571-059c-401e-a1fe-636c71acaeda,arclight infrastructure partners,,"Boston, U.S.",,,,,,,False,
290865872,Arda Biomaterials,arda.bio,"London, England",,,,,,,False,
bddf79f8-3063-40ce-a1a6-dcc60d5ef994,arenko,https://www.arenko.com/,"London, England",,,,,,,False,
286927156,Arevo AB,arevo.se,"Umeå, Sweden",,,,,,,False,
19c7fe64-e3c3-468e-b5fd-2ad44530b095,arevon energy,,"Scottsdale, AZ",,,,,,,False,
77342e14-1f52-4d0c-8cac-c0a8b0bdae98,aris machina,https://arismachina.com/,,,,,,,,False,
296677604,ARK Capture Solutions,arkcapturesolutions.com,"Brussels, Belgium",,,,,,,False,
286362757,Arkea Bio,arkeabio.com,"Boston, Massachusetts",,36.36,Series A,26500000.0,The51 Food & AgTech Fund,Colin South (CEO): https://linkedin.com/in/colin-south-9456422,True,30.0
1b24c0f8-1b64-4c1c-ba76-61cddc1f7222,arkeon biotechnologies,,Austria,,,,,,,False,
1777736,Arnergy,arnergy.com,"Lagos, Nigeria",,,,,,,False,
188dcc30-508f-4c77-b028-0535f68b0382,aro homes,https://www.arohomes.com/,San Francisco,,,,,,,False,
1600437,Array Technologies,arraytechinc.com,"Albuquerque, New Mexico",,1.66,Public Markets,1050000000.0,,Duncan Palmer (CEO - Array South Africa): https://linkedin.com/in/duncan-palmer-185a4840,True,428.0
161852981,Arrcus,arrcus.com,"San Jose, California",,3.33,Series C,30000000.0,NVIDIA,Devesh Garg (Founder & CEO): https://linkedin.com/in/devesh-garg-3b41b12,True,155.0
2181552,Arrikto,arrikto.com,"San Mateo, California",,0.0,Series A,10000000.0,Unusual Ventures,Constantinos Venetsanopoulos (Founder & CEO): https://linkedin.com/in/constantinos-venetsanopoulos-1aa0639b,True,6.0
9c345931-0c8d-413e-84c9-ec80cdbdb851,arrive recommerce,,"Santa Monica, CA",,,,,,,False,
291478038,Arsenale BioYards,arsenale.bio,"Milan, Italy",,,,,,,False,
164759002,Arturo,arturo.ai,"Chicago, Illinois",,12.5,Series B,25000000.0,Atlantic Bridge Capital,"John-Isaac ""jC"" Clark (Chief Executive Officer): https://linkedin.com/in/johnisaacclark",True,36.0
291785857,Arya,arya.ag,"Noida, India",,,,,,,False,
144272324,Ascend Analytics,ascendanalytics.com,"Boulder, Colorado",,5.38,Other,,Galvanize Climate Solutions,,True,137.0
284504218,Ascend Elements,ascendelements.com,"Westborough, Mass.",,-17.12,Series D,162000000.0,Decarbonization Partners,Mike O'Kronley (Chief Executive Officer): https://linkedin.com/in/mike-o-kronley-32173715,True,213.0
284807166,Aspen Creek Digital,acdigitalcorp.com,"El Segundo, California",,0.0,Series A,8000000.0,Alex Robertson of Tiger Management,Alexandra DaCosta (Chief Executive Officer): https://linkedin.com/in/alexandra-dacosta-9a580783,True,4.0
285760444,Aspen Power Partners,aspenpower.com,"Dallas, Texas",,2.82,Debt,241000000.0,"Mitsubishi UFJ Financial Group, Inc",David Berv (Principal & Co-Founder): https://linkedin.com/in/david-berv-2438b414,True,73.0
1727396,Aspiration,aspiration.com,"Marina del Rey, California",,-38.0,Other,315000000.0,Dan Rosensweig,,True,5.0
0509a617-87d2-4c77-923e-a6a9c3bf838f,aspiration partners,https://www.aspiration.com/,"Marina Del Rey, CA",,,,,,,False,
283715708,Aspiring Materials,aspiringmaterials.com,New Zealand,,,,,,,False,
262001205,Assetcool,assetcool.com,"Leeds, England",,,,,,,False,
df46cf9c-9734-4e62-8e42-207d96df9dba,assetwatch,https://assetwatch.com/,"Westerville, OH, U.S.",,,,,,,False,
220243380,Astanor Ventures,astanor.com,,,2.38,Investment Fund,384278400.0,,Eric Archambeau (Co-Founder): https://linkedin.com/in/ericarchambeau,True,43.0
159740213,Astraea,astraea.earth,"Charlottesville, Virginia",,-20.0,Series A,6500000.0,University of Virginia (UVA) Seed Fund,"Simeon Fitch (Co-Founder, Chief Technology Officer): https://linkedin.com/in/simeon-fitch-643650",True,8.0
f0a29499-9ab1-4a40-9095-3845e905f280,astral systems,https://www.astralsystems.com/,"Bristol, U.K.",,,,,,,False,
285076350,AstroForge,astroforge.io,"Huntington Beach, California",,45.71,Series A,40000000.0,Nova Threshold,Matthew Gialich (Co-Founder and Chief Executive Officer at AstroForge): https://linkedin.com/in/matthew-gialich,True,51.0
9207ecd8-0b0f-479b-be4a-4aaeacfa6ce1,astroscale,,"Tokyo, Japan",,,,,,,False,
300248548,ASUENE Inc.,asuene.com,"None, Japan",,,,5530950.0,,,True,106.0
263366544,At One Ventures,atoneventures.com,"San Francisco, CA",,5.56,Investment Fund,375000000.0,,,True,19.0
7ba62b21-1548-48f4-9ea6-47c7cb7cf3e3,atarraya,https://www.atarraya.com/,Mexico,,,,,,,False,
1687788,Ather Energy,atherenergy.com,India,,,,,,,False,
5ac8e5e5-cd8e-45b0-8337-1d7c3689eda2,athian,,"Indianapolis, IN",,,,,,,False,
f5b33bb9-2e86-4ebf-a708-e82bd69b52e5,ati motors,https://www.atimotors.com/,"Bangalore, India",,,,,,,False,
279426962,Atinary Technologies,atinary.com,"Épalinges, Switzerland",,4.55,Seed,5000000.0,AgFunder,Florian Häse (Co-founder and Head of Research at ChemOS Inc.): https://linkedin.com/in/florian-h%C3%A4se-84059a180,True,23.0
290145168,ATLAS MATERIALS,atlasmaterials.com,"Mount Prospect, Illinois",,-12.5,Series A,27000000.0,Grantham Environmental Trust,,True,7.0
280001868,Atlas Metrics,atlasmetrics.io,"Berlin, Germany",,70.0,Series A,12200000.0,Redstone,Lauren Maupetit (Founder Associate): https://linkedin.com/in/lauren-maupetit-810619170,True,51.0
150792486,Atlas Renewable Energy,atlasrenewableenergy.com,Miami,,,,,,,False,
c7072db2-cd90-467a-bf93-f1e380af64cf,atlast food co,https://atlastfood.co/,"Green Island, NY",,,,,,,False,
c91166e8-354d-4c60-9e43-38b57d278654,atmen,https://atmen.io/,"Eching, Germany",,,,,,,False,
1576714,Atmio,atmio.com,"Hamburg, Germany",,46.15,Seed,5100000.0,VOYAGERS Climate-Tech Fund,,True,19.0
288868811,ATC English version,atmocooling.com,"Seattle, WA",,,,,,,False,
815a9119-7818-4b17-9c30-7c8ac8bf4304,atmosic technologies,,"Campbell, CA",,,,,,,False,
286208874,AtmosZero,atmoszero.energy,"Fort Collins, Colorado",,31.82,Series A,21000000.0,Engine Ventures,Addison Stark (CEO): https://linkedin.com/in/addison-stark,True,29.0
291743889,AtoB,atob.com,"San Francisco, California",,18.48,Series C,130000000.0,Fidji Simo,,True,109.0
27927193,Atomberg Technology,atomberg.com,"Mumbai, India",,,,,,,False,
cb74dedc-1ee0-4e4d-a95e-c2f7f487aea5,atomic canyon,https://www.atomiccanyon.com/,"San Luis Obispo, CA",,,,,,,False,
221910726,Atomo Coffee,atomocoffee.com,"Seattle, WA",,,,,,,False,
5de038c1-0563-49ca-bd08-8c2a7d5fdeed,auar,,London,,,,,,,False,
ba030290-afd8-42be-9e91-28edb57c74f9,augmentus,https://www.augmentus.tech/,Singapore,,,,,,,False,
2427940f-ce37-42c2-b32e-042de6311683,augury,,New York,,,,,,,False,
26be284f-db2e-4e40-8a67-90a900ef7457,aura power,,"Bristol, England",,,,,,,False,
204035538,Aurea Imaging,aureaimaging.com,"Utrecht, Netherlands",,,,,,,False,
292526040,Auriga Space,aurigaspace.com,"Los Angeles, CA",,,,,,,False,
33107890,Aurora Solar,aurorasolar.com,"San Francisco, California",,-19.0,Series D,200000000.0,Pear VC,Christopher Hopper (Co-Founder): https://linkedin.com/in/christopher-hopper,True,371.0
65a6b44d-7129-4c06-bdbe-94d6a2abe2c9,autodrive,,"Los Angeles, CA",,,,,,,False,
200339136,Autofleet,autofleet.io,"Tel Aviv-Yafo, Israel",,8.33,Series A,7500000.0,Maniv Mobility,Kobi Eisenberg (Co-Founder & CEO): https://linkedin.com/in/kobieisenberg,True,78.0
ef81bc07-94d3-4b42-bd3f-b5e84c740874,autoflight,,"Shanghai, China",,,,,,,False,
4725f84f-5353-44eb-843b-f622757f402c,automated architecture,,"London, U.K.",,,,,,,False,
283633976,ACC - Automotive Cells Company,acc-emotion.com,"Paris, France",,,,,,,False,
a26d8a20-2ce1-46c5-84fe-1b2acaf29ee0,automotus,,"Los Angeles, USA",,,,,,,False,
221911828,AutoNxt Automation,autonxt.in,"Bhiwandi, India",,,,,,,False,
f5c44165-ef42-4788-b8b0-65d3e81387b9,avaada,,"Mumbai, India",,,,,,,False,
f3791201-3417-4749-86ae-b47d1d2d9c6e,avangrid,,New Mexico,,,,,,,False,
ba792614-598a-4f2c-afcb-7e938a50bd30,avantus,https://avantus.com/,"Los Angeles, U.S.",,,,,,,False,
87570b21-2bc2-4c1c-8bcc-54cf42448a12,avidxchange,,"Charlotte, NC",,,,,,,False,
a18605f2-1738-4151-9f43-12602b2b5077,avisomo,,"Gardermoen, Norway",,,,,,,False,
a3aefe28-122a-4c10-b84e-c800ee7aa158,aviwell,https://aviwell.com/,"Toulouse, France",,,,,,,False,
784353d3-56fd-4d15-8950-450f9fb27c92,avnos,,"Los Angeles, CA",,,,,,,False,
286456107,Avoxt,avoxt.com,"Eindhoven, Netherlands",,,,,,,False,
78691a54-960b-47e0-92a9-ca207547c2da,axeleo capital,,"Paris, France",,,,,,,False,
1596858,Axine Water Technologies,axinewater.com,"Vancouver, Canada",,,,,,,False,
3c8161f1-8cba-4eed-86b5-6647af0237b7,axiom cloud,,"San Jose, Calif.",,,,,,,False,
291106119,axle energy,axle.energy,"London, UK",,85.71,Seed,9000000.0,Accel,Archy de Berker (Co-Founder): https://linkedin.com/in/archy-de-berker,True,13.0
286976378,Aymium,aymium.com,"St. Paul, MN, U.S.",,,,,,,False,
289563912,AYPAL: Building API Community Power since 1998,aypal.org,"Austin, TX",,,,,,,False,
6392f86a-99d0-4ca0-8acf-0e2362210d73,baaz bikes,,"New Delhi, India",,,,,,,False,
5fa684f8-c965-449b-8cec-f0a925a27d9b,babylon micro-farms,https://www.babylonmicrofarms.com/,"Richmond, VA",,,,,,,False,
d45ff0ae-ad83-4fca-a9ef-d8aacba8aff1,bacta,,"Paris, France",,,,,,,False,
1756930,Balena,balena.io,"Seattle, Washington",,1.43,Series B,14400000.0,OpenView,Ralf Kernchen (Co-Founder and Director): https://linkedin.com/in/ralfkernchen,True,71.0
285947888,BalkanID,balkan.id,"Austin, TX",,,,,,,False,
2d181344-89c6-491b-aca9-ec26f406be2f,ballard power systems,,"Burnaby, Canada",,,,,,,False,
296120812,Balto Energy,baltoenergy.com,"Palo Alto, California",,66.67,Seed,1000000.0,,,True,5.0
223241326,Bambrew,bambrew.in,"Bengaluru, India",,,,,,,False,
220090635,Banyan Infrastructure Corporation,banyaninfrastructure.com,"San Francisco, California",,-23.44,Series B,25000000.0,SE Ventures,"John Ryan (Co-Founder, president): https://linkedin.com/in/johnconorryan",True,49.0
289967331,Banyu Carbon,banyucarbon.com,"Seattle, WA",,,,,,,False,
287147942,Barton Blakeley Technologies,bartonblakeley.com,"Harpenden, U.K.",,,,,,,False,
3edfd38a-d755-4182-b30e-edc6baf71852,base power,https://www.basepower.com/,"Austin, USA",,,,,,,False,
262894690,Basecamp Research,basecamp-research.com,"London, United Kingdom",,10.81,Series B,60000000.0,Royal Philips,Glen Gowers (Co-Founder): https://linkedin.com/in/glen-gowers,True,41.0
220431233,Baseload Capital,baseloadcap.com,"Stockholm, Sweden",,,,,,,False,
283041586,BasiGo,basi-go.com,"Nairobi, Kenya",,,,,,,False,
c67f41da-3579-4e68-9423-4240ba470cee,basis climate,,"New York, NY",,,,,,,False,
198217878,BastCore,bastcore.com,"Montgomery, AL",,,,,,,False,
152820114,Battery Resourcers,batteryresourcers.com,"Westborough, Massachusetts",,,Series B,70000000.0,Doral Energy-Tech Ventures,Mike O'Kronley (Chief Executive Officer): https://linkedin.com/in/mike-o-kronley-32173715,True,109.0
279596661,Battery Smart,batterysmart.in,"Gurugram, India",,8.69,Series B,33000000.0,British International Investment (BII),Pulkit Khurana (Co Founder): https://linkedin.com/in/pulkitkhurana,True,513.0
262852732,BattGenie,battgenie.life,"Seattle, Washington",,0.0,Other,300000.0,,Manan Pathak (Chief Executive Officer): https://linkedin.com/in/manan-pathak-73788a197,True,10.0
283089645,Battle Approved Motors,battleapproved.com,"New Philadelphia, OH",,,,,,,False,
5f6527bb-195f-4173-b32d-10c7b6e3155f,battolyser systems,,"Schiedam, Netherlands",,,,,,,False,
291716964,BatX Energies,batxenergies.com,India,,,,,,,False,
a6091350-a9b0-4e14-b245-2e4253074f8d,bayotech,,"Albuquerque, Canada",,,,,,,False,
285624775,Be.EV,be-ev.co.uk,"Manchester, U.K.",,,,,,,False,
cdf71541-6043-4fd5-a494-e47cfd3240b2,beacon power services,,Nigeria,,,,,,,False,
205504935,"One Hundred Feet, Inc.",beans.ai,"Palo Alto, California",,-10.14,Other,17000000.0,Saama Capital,Akash Agarwal (Founder & Chief Business Officer): https://linkedin.com/in/akash-agarwal-79953917,True,62.0
164006176,Bear Flag Robotics,bearflagrobotics.com,"Newark, CA",,,,,,,False,
222330146,Bearing,bearing.ai,"Palo Alto, California",,-28.57,Seed,7000000.0,AI Fund,Dylan Keil (Cofounder & CEO): https://linkedin.com/in/dylankeil,True,30.0
4897e8a3-8be3-4471-ba1f-2a9453c37fc9,bedrock energy,https://bedrockenergy.com/,"Austin, TX",,,,,,,False,
611a3a85-909f-4a1b-93a5-265074b07bad,bedrock materials,,"Chicago, U.S.",,,,,,,False,
224204698,Bedrock Ocean Exploration,bedrockocean.com,"New York, New York",,-11.9,Series A,25500000.0,Eniac Ventures,Anthony DiMare (CEO & Co-founder): https://linkedin.com/in/anthonydimare,True,37.0
292893089,beebop.ai,beebop.ai,"New York, New York",,35.71,Seed,5500000.0,Contrarian Ventures,Jan-Willem Rombouts (Founder & Executive Chair): https://linkedin.com/in/jan-willem-rombouts-a4211b1b,True,19.0
7cf59d68-ecdd-4e35-a93b-d4db25831429,beeflow,,"San Francisco, CA",,,,,,,False,
197478963,BeeHero,beehero.io,"Fresno, CA",,,,,,,False,
a6973652-c22e-4e2f-921c-de7b8e88b6d1,beem energy,https://www.beemenergy.com/,France,,,,,,,False,
262864978,Beep,go-beep.com,"Orlando, Florida",,,PPP Loan,150000.0,U.S. Small Business Administration.,Rodney Rogers (Co-founder & Lead Board Director): https://linkedin.com/in/rodney-rogers-73b56030,True,25.0
a818fcd1-9d98-47d6-884a-ba345eb256f4,beewise,,Israel,,,,,,,False,
224621165,Begas Motor,begasmotor.com,Madrid,,,,,,,False,
290766213,Bend,usebend.com,"New York, New York",,75.0,Seed,2500000.0,,Thomas Constantine Moore (Co-Founder): https://linkedin.com/in/thomasmost,True,7.0
abacb8ee-3fed-4136-b57e-5a7cc093b74d,bene bono,,"Paris, France",,,,,,,False,
288786809,Beni,joinbeni.com,"Santa Barbara, California",,0.0,Seed,4000000.0,Starting Line Ventures,,True,22.0
68694c0d-3c2c-4b97-8582-1e7e2db7972d,benson hill,,"St. Louis, MO",,,,,,,False,
302513244,beSirius,besirius.com,"Amsterdam, Netherlands",,,Seed,3000000.0,Blackwood,,True,29.0
1757688,Bestmile,bestmile.com,"San Francisco, USA",,,,,,,False,
7530a99c-e883-4949-be03-85153ce92def,beta bugs,,"Edinburgh, Scotland",,,,,,,False,
150128676,Beta Hatch,betahatch.com,"Cashmere, WA",,,,,,,False,
92e33023-433b-486c-8dca-052583113475,beta technologies,https://www.beta.team/,"South Burlington, VT",,,,,,,False,
4a4f6d80-50f0-4430-a539-48288bf1e1c4,better dairy,https://betterdairy.com/,UK,,,,,,,False,
44f2a804-7636-443c-9a98-521101d8a5bb,better origin,,UK,,,,,,,False,
2a64d3af-16b9-4188-8781-c946f1949f91,better world acquisition,,,,,,,,,False,
289942074,Betterfleet,betterfleet.com,"Sydney, Australia",,11.11,Series A,15000000.0,Aligned Climate Capital,,True,10.0
a7f98643-a648-4dd0-9f2b-bf1e78e91ada,betterseeds,,Israel,,,,,,,False,
1758850,Bevi,bevi.co,"Boston, Massachusetts",,8.06,Series D,70000000.0,TechU Angels,Eliza Becton (Co-Founder | Head of Product): https://linkedin.com/in/elizabecton,True,201.0
ee3c70df-a09a-4bba-9e60-42173a905350,beyond aero,https://beyondaero.com/,"Toulouse, France",,,,,,,False,
279432307,BeZero Carbon,bezerocarbon.com,"London, United Kingdom",,15.76,Series C,31000000.0,Quantum Innovation Fund,Tommy Ricketts (CEO & Co-founder): https://linkedin.com/in/tommy-ricketts-61158850,True,191.0
b529a8fa-9c85-4164-8c73-6c1435562b66,bezos earth fund,,,,,,,,,False,
